codigo,nome,capitulo,categoria
H26,Outras cataratas,VII - Doenças do olho e anexos,H25-H28 Transtornos do cristalino
H27,Outros transtornos do cristalino,VII - Doenças do olho e anexos,H25-H28 Transtornos do cristalino
H28,Catarata e outros transtornos do cristalino em doenças classificadas em outra parte,VII - Doenças do olho e anexos,H25-H28 Transtornos do cristalino
H30,Inflamação coriorretiniana,VII - Doenças do olho e anexos,H30-H36 Transtornos da coróide e da retina
H31,Outros transtornos da coróide,VII - Doenças do olho e anexos,H30-H36 Transtornos da coróide e da retina
H32,Transtornos coriorretinianos em doenças classificadas em outra parte,VII - Doenças do olho e anexos,H30-H36 Transtornos da coróide e da retina
H33,Descolamentos e defeitos da retina,VII - Doenças do olho e anexos,H30-H36 Transtornos da coróide e da retina
H34,Oclusões vasculares da retina,VII - Doenças do olho e anexos,H30-H36 Transtornos da coróide e da retina
H35,Outros transtornos da retina,VII - Doenças do olho e anexos,H30-H36 Transtornos da coróide e da retina
H36,Transtornos da retina em doenças classificadas em outra parte,VII - Doenças do olho e anexos,H30-H36 Transtornos da coróide e da retina
H40,Glaucoma,VII - Doenças do olho e anexos,H40-H42 Glaucoma
H42,Glaucoma em doenças classificadas em outra parte,VII - Doenças do olho e anexos,H40-H42 Glaucoma
H43,Transtornos do humor vítreo,VII - Doenças do olho e anexos,H43-H45 Transtornos do humor vítreo e do globo ocular
H44,Transtornos do globo ocular,VII - Doenças do olho e anexos,H43-H45 Transtornos do humor vítreo e do globo ocular
H45,Transtornos do humor vítreo e do globo ocular em doenças classificadas em outra parte,VII - Doenças do olho e anexos,H43-H45 Transtornos do humor vítreo e do globo ocular
H46,Neurite óptica,VII - Doenças do olho e anexos,H46-H48 Transtornos do nervo óptico e das vias ópticas
H47,Outros transtornos do nervo óptico e das vias ópticas,VII - Doenças do olho e anexos,H46-H48 Transtornos do nervo óptico e das vias ópticas
H48,Transtornos do nervo óptico [segundo par] e das vias ópticas em doenças classificadas em outra parte,VII - Doenças do olho e anexos,H46-H48 Transtornos do nervo óptico e das vias ópticas
H49,Estrabismo paralítico,VII - Doenças do olho e anexos,"H49-H52 Transtornos dos músculos oculares, do movimento binocular, da acomodação e da refração"
H50,Outros estrabismos,VII - Doenças do olho e anexos,"H49-H52 Transtornos dos músculos oculares, do movimento binocular, da acomodação e da refração"
H51,Outros transtornos do movimento binocular,VII - Doenças do olho e anexos,"H49-H52 Transtornos dos músculos oculares, do movimento binocular, da acomodação e da refração"
H52,Transtornos da refração e da acomodação,VII - Doenças do olho e anexos,"H49-H52 Transtornos dos músculos oculares, do movimento binocular, da acomodação e da refração"
H53,Distúrbios visuais,VII - Doenças do olho e anexos,H53-H54 Transtornos visuais e cegueira
H54,Cegueira e visão subnormal,VII - Doenças do olho e anexos,H53-H54 Transtornos visuais e cegueira
H55,Nistagmo e outros movimentos irregulares do olho,VII - Doenças do olho e anexos,H55-H59 Outros transtornos do olho e anexos
H57,Outros transtornos do olho e anexos,VII - Doenças do olho e anexos,H55-H59 Outros transtornos do olho e anexos
H58,Outros transtornos do olho e anexos em doenças classificadas em outra parte,VII - Doenças do olho e anexos,H55-H59 Outros transtornos do olho e anexos
H59,Transtornos do olho e anexos pós-procedimento não classificados em outra parte,VII - Doenças do olho e anexos,H55-H59 Outros transtornos do olho e anexos
H60,Otite externa,VIII - Doenças do ouvido e da apófise mastóide,H60-H62 Doenças do ouvido externo
H61,Outros transtornos do ouvido externo,VIII - Doenças do ouvido e da apófise mastóide,H60-H62 Doenças do ouvido externo
H62,Transtornos do ouvido externo em doenças classificadas em outra parte,VIII - Doenças do ouvido e da apófise mastóide,H60-H62 Doenças do ouvido externo
H65,Otite média não-supurativa,VIII - Doenças do ouvido e da apófise mastóide,H65-H75 Doenças do ouvido médio e da mastóide
H66,Otite média supurativa e as não especificadas,VIII - Doenças do ouvido e da apófise mastóide,H65-H75 Doenças do ouvido médio e da mastóide
H67,Otite média em doenças classificadas em outra parte,VIII - Doenças do ouvido e da apófise mastóide,H65-H75 Doenças do ouvido médio e da mastóide
H68,Salpingite e obstrução da trompa de Eustáquio,VIII - Doenças do ouvido e da apófise mastóide,H65-H75 Doenças do ouvido médio e da mastóide
H69,Outros transtornos da trompa de Eustáquio,VIII - Doenças do ouvido e da apófise mastóide,H65-H75 Doenças do ouvido médio e da mastóide
H70,Mastoidite e afecções correlatas,VIII - Doenças do ouvido e da apófise mastóide,H65-H75 Doenças do ouvido médio e da mastóide
H71,Colesteatoma do ouvido médio,VIII - Doenças do ouvido e da apófise mastóide,H65-H75 Doenças do ouvido médio e da mastóide
H72,Perfuração da membrana do tímpano,VIII - Doenças do ouvido e da apófise mastóide,H65-H75 Doenças do ouvido médio e da mastóide
H73,Outros transtornos da membrana do tímpano,VIII - Doenças do ouvido e da apófise mastóide,H65-H75 Doenças do ouvido médio e da mastóide
H74,Outros transtornos do ouvido médio e da mastóide,VIII - Doenças do ouvido e da apófise mastóide,H65-H75 Doenças do ouvido médio e da mastóide
H75,Outros transtornos do ouvido médio e da mastóide em doenças classificadas em outra parte,VIII - Doenças do ouvido e da apófise mastóide,H65-H75 Doenças do ouvido médio e da mastóide
H80,Otosclerose,VIII - Doenças do ouvido e da apófise mastóide,H80-H83 Doenças do ouvido interno
H81,Transtornos da função vestibular,VIII - Doenças do ouvido e da apófise mastóide,H80-H83 Doenças do ouvido interno
H82,Síndromes vertiginosas em doenças classificadas em outra parte,VIII - Doenças do ouvido e da apófise mastóide,H80-H83 Doenças do ouvido interno
H83,Outros transtornos do ouvido interno,VIII - Doenças do ouvido e da apófise mastóide,H80-H83 Doenças do ouvido interno
H90,Perda de audição por transtorno de condução e/ou neuro-sensorial,VIII - Doenças do ouvido e da apófise mastóide,H90-H95 Outros transtornos do ouvido
H91,Outras perdas de audição,VIII - Doenças do ouvido e da apófise mastóide,H90-H95 Outros transtornos do ouvido
H92,Otalgia e secreção auditiva,VIII - Doenças do ouvido e da apófise mastóide,H90-H95 Outros transtornos do ouvido
H93,Outros transtornos do ouvido não classificados em outra parte,VIII - Doenças do ouvido e da apófise mastóide,H90-H95 Outros transtornos do ouvido
H94,Outros transtornos do ouvido em doenças classificadas em outra parte,VIII - Doenças do ouvido e da apófise mastóide,H90-H95 Outros transtornos do ouvido
H95,"Transtornos do ouvido e da apófise mastóide pós-procedimentos, não classificados em outra parte",VIII - Doenças do ouvido e da apófise mastóide,H90-H95 Outros transtornos do ouvido
I00,Febre reumática sem menção de comprometimento do coração,IX - Doenças do aparelho circulatório,I00-I02 Febre reumática aguda
I01,Febre reumática com comprometimento do coração,IX - Doenças do aparelho circulatório,I00-I02 Febre reumática aguda
I02,Coréia reumática,IX - Doenças do aparelho circulatório,I00-I02 Febre reumática aguda
I05,Doenças reumáticas da valva mitral,IX - Doenças do aparelho circulatório,I05-I09 Doenças reumáticas crônicas do coração
I06,Doenças reumáticas da valva aórtica,IX - Doenças do aparelho circulatório,I05-I09 Doenças reumáticas crônicas do coração
I07,Doenças reumáticas da valva tricúspide,IX - Doenças do aparelho circulatório,I05-I09 Doenças reumáticas crônicas do coração
I08,Doenças de múltiplas valvas,IX - Doenças do aparelho circulatório,I05-I09 Doenças reumáticas crônicas do coração
I09,Outras doenças reumáticas do coração,IX - Doenças do aparelho circulatório,I05-I09 Doenças reumáticas crônicas do coração
I10,Hipertensão essencial (primária),IX - Doenças do aparelho circulatório,I10-I15 Doenças hipertensivas
I11,Doença cardíaca hipertensiva,IX - Doenças do aparelho circulatório,I10-I15 Doenças hipertensivas
I12,Doença renal hipertensiva,IX - Doenças do aparelho circulatório,I10-I15 Doenças hipertensivas
I13,Doença cardíaca e renal hipertensiva,IX - Doenças do aparelho circulatório,I10-I15 Doenças hipertensivas
I15,Hipertensão secundária,IX - Doenças do aparelho circulatório,I10-I15 Doenças hipertensivas
I20,Angina pectoris,IX - Doenças do aparelho circulatório,I20-I25 Doenças isquêmicas do coração
I21,Infarto agudo do miocárdio,IX - Doenças do aparelho circulatório,I20-I25 Doenças isquêmicas do coração
I22,Infarto do miocárdio recorrente,IX - Doenças do aparelho circulatório,I20-I25 Doenças isquêmicas do coração
I23,Algumas complicações atuais subseqüentes ao infarto agudo do miocárdio,IX - Doenças do aparelho circulatório,I20-I25 Doenças isquêmicas do coração
I24,Outras doenças isquêmicas agudas do coração,IX - Doenças do aparelho circulatório,I20-I25 Doenças isquêmicas do coração
I25,Doença isquêmica crônica do coração,IX - Doenças do aparelho circulatório,I20-I25 Doenças isquêmicas do coração
I26,Embolia pulmonar,IX - Doenças do aparelho circulatório,I26-I28 Doenças cardíaca pulmonar e da circulação pulmonar
I27,Outras formas de doença cardíaca pulmonar,IX - Doenças do aparelho circulatório,I26-I28 Doenças cardíaca pulmonar e da circulação pulmonar
I28,Outras doenças dos vasos pulmonares,IX - Doenças do aparelho circulatório,I26-I28 Doenças cardíaca pulmonar e da circulação pulmonar
I30,Pericardite aguda,IX - Doenças do aparelho circulatório,I30-I52 Outras formas de doença do coração
I31,Outras doenças do pericárdio,IX - Doenças do aparelho circulatório,I30-I52 Outras formas de doença do coração
I32,Pericardite em doenças classificadas em outra parte,IX - Doenças do aparelho circulatório,I30-I52 Outras formas de doença do coração
I33,Endocardite aguda e subaguda,IX - Doenças do aparelho circulatório,I30-I52 Outras formas de doença do coração
I34,Transtornos não-reumáticos da valva mitral,IX - Doenças do aparelho circulatório,I30-I52 Outras formas de doença do coração
I35,Transtornos não-reumáticos da valva aórtica,IX - Doenças do aparelho circulatório,I30-I52 Outras formas de doença do coração
I36,Transtornos não-reumáticos da valva tricúspide,IX - Doenças do aparelho circulatório,I30-I52 Outras formas de doença do coração
I37,Transtornos da valva pulmonar,IX - Doenças do aparelho circulatório,I30-I52 Outras formas de doença do coração
I38,Endocardite de valva não especificada,IX - Doenças do aparelho circulatório,I30-I52 Outras formas de doença do coração
I39,Endocardite e transtornos valvulares cardíacos em doenças classificadas em outra parte,IX - Doenças do aparelho circulatório,I30-I52 Outras formas de doença do coração
I40,Miocardite aguda,IX - Doenças do aparelho circulatório,I30-I52 Outras formas de doença do coração
I41,Miocardite em doenças classificadas em outra parte,IX - Doenças do aparelho circulatório,I30-I52 Outras formas de doença do coração
I42,Cardiomiopatias,IX - Doenças do aparelho circulatório,I30-I52 Outras formas de doença do coração
I43,Cardiomiopatia em doenças classificadas em outra parte,IX - Doenças do aparelho circulatório,I30-I52 Outras formas de doença do coração
I44,Bloqueio atrioventricular e do ramo esquerdo,IX - Doenças do aparelho circulatório,I30-I52 Outras formas de doença do coração
I45,Outros transtornos de condução,IX - Doenças do aparelho circulatório,I30-I52 Outras formas de doença do coração
I46,Parada cardíaca,IX - Doenças do aparelho circulatório,I30-I52 Outras formas de doença do coração
I47,Taquicardia paroxística,IX - Doenças do aparelho circulatório,I30-I52 Outras formas de doença do coração
I48,"""Flutter"" e fibrilação atrial",IX - Doenças do aparelho circulatório,I30-I52 Outras formas de doença do coração
I49,Outras arritmias cardíacas,IX - Doenças do aparelho circulatório,I30-I52 Outras formas de doença do coração
I50,Insuficiência cardíaca,IX - Doenças do aparelho circulatório,I30-I52 Outras formas de doença do coração
I51,Complicações de cardiopatias e doenças cardíacas mal definidas,IX - Doenças do aparelho circulatório,I30-I52 Outras formas de doença do coração
I52,Outras afecções cardíacas em doenças classificadas em outra parte,IX - Doenças do aparelho circulatório,I30-I52 Outras formas de doença do coração
I60,Hemorragia subaracnóide,IX - Doenças do aparelho circulatório,I60-I69 Doenças cerebrovasculares
I61,Hemorragia intracerebral,IX - Doenças do aparelho circulatório,I60-I69 Doenças cerebrovasculares
I62,Outras hemorragias intracranianas não-traumáticas,IX - Doenças do aparelho circulatório,I60-I69 Doenças cerebrovasculares
I63,Infarto cerebral,IX - Doenças do aparelho circulatório,I60-I69 Doenças cerebrovasculares
I64,"Acidente vascular cerebral, não especificado como hemorrágico ou isquêmico",IX - Doenças do aparelho circulatório,I60-I69 Doenças cerebrovasculares
